country,country_code_3_digit,country_code_2_digit,population,confirmed cases_counts,deaths_counts,source,reported_date
France,FRA,FR,67012883,1,0,"Epidemic intelligence, national daily data",2020-01-30
Croatia,HRV,HR,4076246,8,0,"Epidemic intelligence, national daily data",2020-03-17
Latvia,LVA,LV,1919968,58,0,"Epidemic intelligence, national daily data",2020-10-19
Poland,POL,PL,37972812,567,16,"Epidemic intelligence, national daily data",2020-06-07
Netherlands,NLD,NL,17282163,52,3,"Epidemic intelligence, national daily data",2020-07-09
Spain,ESP,ES,46937060,7691,462,"Epidemic intelligence, national daily data",2020-03-24
Poland,POL,PL,37972812,443,7,"Epidemic intelligence, national daily data",2020-07-27
Turkey,TUR,TR,82003882,0,0,"Epidemic intelligence, national daily data",2020-01-25
France,FRA,FR,67012883,344,111,"Epidemic intelligence, national daily data",2020-06-17
Azerbaijan,AZE,AZ,10139175,526,8,"Epidemic intelligence, national daily data",2020-07-11
Croatia,HRV,HR,4076246,48,1,"Epidemic intelligence, national daily data",2020-04-03
Liechtenstein,LIE,LI,38378,0,0,"Epidemic intelligence, national daily data",2020-01-25
Switzerland,CHE,CH,8544527,0,0,"Epidemic intelligence, national daily data",2020-02-27
Gibraltar,GIB,GI,33691,0,0,"Epidemic intelligence, national daily data",2020-08-08
San Marino,SMR,SM,34453,3,0,"Epidemic intelligence, national daily data",2020-06-11
Belarus,BLR,BY,9449321,3,0,"Epidemic intelligence, national daily data",2020-03-12
Cyprus,CYP,CY,875899,0,0,"Epidemic intelligence, national daily data",2020-07-23
Czechia,CZE,CZ,10649800,74,1,"Epidemic intelligence, national daily data",2020-06-04
Denmark,DNK,DK,5806081,41,1,"Epidemic intelligence, national daily data",2020-05-19
Guernsey,GGY,GG,64468,0,0,"Epidemic intelligence, national daily data",2020-01-18
Denmark,DNK,DK,5806081,30,2,"Epidemic intelligence, national daily data",2020-06-02
Lithuania,LTU,LT,2794184,35,0,"Epidemic intelligence, national daily data",2020-08-31
Bosnia and Herzegovina,BIH,BA,3280815,49,1,"Epidemic intelligence, national daily data",2020-06-11
Luxembourg,LUX,LU,613894,129,0,"Epidemic intelligence, national daily data",2020-07-23
Azerbaijan,AZE,AZ,10139175,231,1,"Epidemic intelligence, national daily data",2020-05-20
Netherlands,NLD,NL,17282163,179,4,"Epidemic intelligence, national daily data",2020-06-14
Czechia,CZE,CZ,10649800,42,1,"Epidemic intelligence, national daily data",2020-06-21
Hungary,HUN,HU,9772756,0,0,"Epidemic intelligence, national daily data",2020-02-27
Sweden,SWE,SE,10230185,0,0,"Epidemic intelligence, national daily data",2020-02-02
Hungary,HUN,HU,9772756,2032,46,"Epidemic intelligence, national daily data",2020-10-22
Kosovo,,,1798506,0,0,"Epidemic intelligence, national daily data",2020-01-05
Ukraine,UKR,UA,43733759,836,15,"Epidemic intelligence, national daily data",2020-07-16
Kosovo,,,1798506,6,0,"Epidemic intelligence, national daily data",2020-05-31
Spain,ESP,ES,46937060,1525,632,"Epidemic intelligence, national daily data",2020-04-28
Finland,FIN,FI,5517919,269,0,"Epidemic intelligence, national daily data",2020-10-11
Poland,POL,PL,37972812,301,18,"Epidemic intelligence, national daily data",2020-06-20
Romania,ROU,RO,19414458,0,0,"Epidemic intelligence, national daily data",2020-01-05
Malta,MLT,MT,493559,3,0,"Epidemic intelligence, national daily data",2020-06-06
Faroes,,,48865,1,0,"Epidemic intelligence, national daily data",2020-09-19
Ukraine,UKR,UA,43733759,0,0,"Epidemic intelligence, national daily data",2020-01-15
Malta,MLT,MT,493559,0,0,"Epidemic intelligence, national daily data",2020-01-04
Bosnia and Herzegovina,BIH,BA,3280815,926,14,"Epidemic intelligence, national daily data",2020-10-22
Hungary,HUN,HU,9772756,36,0,"Epidemic intelligence, national daily data",2020-08-25
United Kingdom,GBR,UK,66647112,2858,374,"Epidemic intelligence, national daily data",2020-03-31
Belarus,BLR,BY,9449321,443,6,"Epidemic intelligence, national daily data",2020-10-05
Slovenia,SVN,SI,2080908,363,0,"Epidemic intelligence, national daily data",2020-10-10
Spain,ESP,ES,46937060,219,0,"Epidemic intelligence, national daily data",2020-06-16
Serbia,SRB,RS,6963764,68,1,"Epidemic intelligence, national daily data",2020-05-24
France,FRA,FR,67012883,927,91,"Epidemic intelligence, national daily data",2020-07-16
Switzerland,CHE,CH,8544527,0,0,"Epidemic intelligence, national daily data",2020-01-11
Switzerland,CHE,CH,8544527,92,0,"Epidemic intelligence, national daily data",2020-06-20
Finland,FIN,FI,5517919,69,7,"Epidemic intelligence, national daily data",2020-04-13
Luxembourg,LUX,LU,613894,9,0,"Epidemic intelligence, national daily data",2020-05-22
Italy,ITA,IT,60359546,1366,13,"Epidemic intelligence, national daily data",2020-08-27
Switzerland,CHE,CH,8544527,315,43,"Epidemic intelligence, national daily data",2020-04-17
Bosnia and Herzegovina,BIH,BA,3280815,389,13,"Epidemic intelligence, national daily data",2020-10-10
Georgia,GEO,GE,3989175,5,0,"Epidemic intelligence, national daily data",2020-07-09
Monaco,MCO,MC,33085,2,0,"Epidemic intelligence, national daily data",2020-09-22
Faroes,,,48865,2,0,"Epidemic intelligence, national daily data",2020-09-27
Jersey,JEY,JE,107796,0,0,"Epidemic intelligence, national daily data",2020-09-27
Turkey,TUR,TR,82003882,0,0,"Epidemic intelligence, national daily data",2020-02-17
Slovenia,SVN,SI,2080908,2,1,"Epidemic intelligence, national daily data",2020-06-11
Jersey,JEY,JE,107796,18,0,"Epidemic intelligence, national daily data",2020-04-01
Montenegro,MNE,ME,622182,21,1,"Epidemic intelligence, national daily data",2020-04-03
Spain,ESP,ES,46937060,1358,2,"Epidemic intelligence, national daily data",2020-07-21
Italy,ITA,IT,60359546,3599,636,"Epidemic intelligence, national daily data",2020-04-07
North Macedonia,MKD,MK,2077132,0,0,"Epidemic intelligence, national daily data",2020-03-02
Spain,ESP,ES,46937060,18,0,"Epidemic intelligence, national daily data",2020-02-28
North Macedonia,MKD,MK,2077132,0,0,"Epidemic intelligence, national daily data",2020-01-25
Liechtenstein,LIE,LI,38378,0,0,"Epidemic intelligence, national daily data",2020-04-20
Malta,MLT,MT,493559,2,0,"Epidemic intelligence, national daily data",2020-05-01
Liechtenstein,LIE,LI,38378,0,0,"Epidemic intelligence, national daily data",2020-06-18
Jersey,JEY,JE,107796,0,0,"Epidemic intelligence, national daily data",2020-08-09
Finland,FIN,FI,5517919,0,0,"Epidemic intelligence, national daily data",2020-03-08
Kosovo,,,1798506,0,0,"Epidemic intelligence, national daily data",2020-03-07
Lithuania,LTU,LT,2794184,0,0,"Epidemic intelligence, national daily data",2020-01-23
Hungary,HUN,HU,9772756,16,0,"Epidemic intelligence, national daily data",2020-07-15
Ireland,IRL,IE,4904240,424,22,"Epidemic intelligence, national daily data",2020-04-04
Slovakia,SVK,SK,5450421,567,3,"Epidemic intelligence, national daily data",2020-10-01
Ukraine,UKR,UA,43733759,0,0,"Epidemic intelligence, national daily data",2020-03-16
Lithuania,LTU,LT,2794184,15,0,"Epidemic intelligence, national daily data",2020-07-21
Switzerland,CHE,CH,8544527,0,0,"Epidemic intelligence, national daily data",2020-01-24
North Macedonia,MKD,MK,2077132,0,1,"Epidemic intelligence, national daily data",2020-04-03
Russia,RUS,RU,145934460,13634,143,"Epidemic intelligence, national daily data",2020-10-12
France,FRA,FR,67012883,257,31,"Epidemic intelligence, national daily data",2020-06-01
Liechtenstein,LIE,LI,38378,0,0,"Epidemic intelligence, national daily data",2020-05-05
Sweden,SWE,SE,10230185,1279,23,"Epidemic intelligence, national daily data",2020-06-26
the Holy See/ Vatican City State,VAT,VA,809,0,0,"Epidemic intelligence, national daily data",2020-06-12
Montenegro,MNE,ME,622182,86,1,"Epidemic intelligence, national daily data",2020-08-02
Monaco,MCO,MC,33085,0,0,"Epidemic intelligence, national daily data",2020-04-27
Poland,POL,PL,37972812,98,2,"Epidemic intelligence, national daily data",2020-03-23
Ireland,IRL,IE,4904240,236,12,"Epidemic intelligence, national daily data",2020-05-11
Bosnia and Herzegovina,BIH,BA,3280815,0,0,"Epidemic intelligence, national daily data",2020-02-01
Belarus,BLR,BY,9449321,177,4,"Epidemic intelligence, national daily data",2020-08-30
Moldova,MDA,MD,4033963,332,1,"Epidemic intelligence, national daily data",2020-07-16
Armenia,ARM,AM,2963234,113,2,"Epidemic intelligence, national daily data",2020-05-03
Italy,ITA,IT,60359546,3786,525,"Epidemic intelligence, national daily data",2020-04-17
Poland,POL,PL,37972812,767,12,"Epidemic intelligence, national daily data",2020-08-21
Jersey,JEY,JE,107796,4,0,"Epidemic intelligence, national daily data",2020-08-13
Switzerland,CHE,CH,8544527,546,64,"Epidemic intelligence, national daily data",2020-04-09
Greece,GRC,EL,10724599,6,1,"Epidemic intelligence, national daily data",2020-05-04
Belarus,BLR,BY,9449321,883,4,"Epidemic intelligence, national daily data",2020-06-07
Bosnia and Herzegovina,BIH,BA,3280815,48,2,"Epidemic intelligence, national daily data",2020-04-28
Germany,DEU,DE,83019213,513,72,"Epidemic intelligence, national daily data",2020-05-19
Belarus,BLR,BY,9449321,0,0,"Epidemic intelligence, national daily data",2020-03-02
Belarus,BLR,BY,9449321,194,5,"Epidemic intelligence, national daily data",2020-09-10
Belgium,BEL,BE,11455519,388,142,"Epidemic intelligence, national daily data",2020-04-26
Norway,NOR,NO,5328212,0,0,"Epidemic intelligence, national daily data",2020-02-14
Germany,DEU,DE,83019213,1251,103,"Epidemic intelligence, national daily data",2020-05-09
Denmark,DNK,DK,5806081,90,1,"Epidemic intelligence, national daily data",2020-08-28
Moldova,MDA,MD,4033963,1013,10,"Epidemic intelligence, national daily data",2020-10-01
Monaco,MCO,MC,33085,0,0,"Epidemic intelligence, national daily data",2020-01-26
San Marino,SMR,SM,34453,5,3,"Epidemic intelligence, national daily data",2020-03-19
Ukraine,UKR,UA,43733759,0,0,"Epidemic intelligence, national daily data",2020-03-05
Latvia,LVA,LV,1919968,4,0,"Epidemic intelligence, national daily data",2020-05-13
France,FRA,FR,67012883,0,0,"Epidemic intelligence, national daily data",2020-02-02
Russia,RUS,RU,145934460,0,0,"Epidemic intelligence, national daily data",2020-01-06
Germany,DEU,DE,83019213,503,9,"Epidemic intelligence, national daily data",2020-07-02
France,FRA,FR,67012883,0,0,"Epidemic intelligence, national daily data",2020-02-16
Monaco,MCO,MC,33085,0,0,"Epidemic intelligence, national daily data",2020-02-11
Greece,GRC,EL,10724599,0,0,"Epidemic intelligence, national daily data",2020-02-13
Greece,GRC,EL,10724599,25,0,"Epidemic intelligence, national daily data",2020-07-25
Belgium,BEL,BE,11455519,0,0,"Epidemic intelligence, national daily data",2020-02-07
Czechia,CZE,CZ,10649800,50,0,"Epidemic intelligence, national daily data",2020-06-22
Malta,MLT,MT,493559,0,0,"Epidemic intelligence, national daily data",2020-02-22
Russia,RUS,RU,145934460,0,0,"Epidemic intelligence, national daily data",2020-02-06
Monaco,MCO,MC,33085,0,0,"Epidemic intelligence, national daily data",2020-06-23
Malta,MLT,MT,493559,0,0,"Epidemic intelligence, national daily data",2020-04-24
Portugal,PRT,PT,10276617,323,6,"Epidemic intelligence, national daily data",2020-06-28
Romania,ROU,RO,19414458,0,0,"Epidemic intelligence, national daily data",2020-01-24
Albania,ALB,AL,2862427,127,6,"Epidemic intelligence, national daily data",2020-08-07
Faroes,,,48865,0,0,"Epidemic intelligence, national daily data",2020-05-19
Slovenia,SVN,SI,2080908,1,3,"Epidemic intelligence, national daily data",2020-04-29
Cyprus,CYP,CY,875899,0,0,"Epidemic intelligence, national daily data",2020-01-18
Gibraltar,GIB,GI,33691,13,0,"Epidemic intelligence, national daily data",2020-10-14
San Marino,SMR,SM,34453,0,0,"Epidemic intelligence, national daily data",2020-07-22
Ukraine,UKR,UA,43733759,0,0,"Epidemic intelligence, national daily data",2020-01-21
Luxembourg,LUX,LU,613894,0,0,"Epidemic intelligence, national daily data",2020-08-10
Estonia,EST,EE,1324820,15,0,"Epidemic intelligence, national daily data",2020-09-11
Hungary,HUN,HU,9772756,19,0,"Epidemic intelligence, national daily data",2020-07-30
Serbia,SRB,RS,6963764,67,0,"Epidemic intelligence, national daily data",2020-05-25
Belarus,BLR,BY,9449321,894,5,"Epidemic intelligence, national daily data",2020-05-31
Finland,FIN,FI,5517919,204,4,"Epidemic intelligence, national daily data",2020-10-15
United Kingdom,GBR,UK,66647112,743,5,"Epidemic intelligence, national daily data",2020-08-03
Croatia,HRV,HR,4076246,28,1,"Epidemic intelligence, national daily data",2020-08-07
Denmark,DNK,DK,5806081,1,0,"Epidemic intelligence, national daily data",2020-03-02
Malta,MLT,MT,493559,10,0,"Epidemic intelligence, national daily data",2020-03-15
Liechtenstein,LIE,LI,38378,0,0,"Epidemic intelligence, national daily data",2020-07-17
Malta,MLT,MT,493559,3,0,"Epidemic intelligence, national daily data",2020-06-26
Belgium,BEL,BE,11455519,112,1,"Epidemic intelligence, national daily data",2020-07-07
Italy,ITA,IT,60359546,0,0,"Epidemic intelligence, national daily data",2020-01-14
Germany,DEU,DE,83019213,4974,246,"Epidemic intelligence, national daily data",2020-04-09
Kosovo,,,1798506,71,1,"Epidemic intelligence, national daily data",2020-09-16
Italy,ITA,IT,60359546,5986,625,"Epidemic intelligence, national daily data",2020-03-21
Turkey,TUR,TR,82003882,1268,27,"Epidemic intelligence, national daily data",2020-06-24
Bulgaria,BGR,BG,7000039,1024,22,"Epidemic intelligence, national daily data",2020-10-20
Sweden,SWE,SE,10230185,657,72,"Epidemic intelligence, national daily data",2020-05-06
Gibraltar,GIB,GI,33691,0,0,"Epidemic intelligence, national daily data",2020-06-15
Slovakia,SVK,SK,5450421,5,0,"Epidemic intelligence, national daily data",2020-05-25
Estonia,EST,EE,1324820,56,0,"Epidemic intelligence, national daily data",2020-03-16
Estonia,EST,EE,1324820,7,0,"Epidemic intelligence, national daily data",2020-08-16
North Macedonia,MKD,MK,2077132,128,6,"Epidemic intelligence, national daily data",2020-07-25
Portugal,PRT,PT,10276617,418,2,"Epidemic intelligence, national daily data",2020-09-04
Croatia,HRV,HR,4076246,22,1,"Epidemic intelligence, national daily data",2020-08-05
Denmark,DNK,DK,5806081,21,0,"Epidemic intelligence, national daily data",2020-06-26
Kosovo,,,1798506,3,0,"Epidemic intelligence, national daily data",2020-03-21
Kosovo,,,1798506,0,0,"Epidemic intelligence, national daily data",2020-02-16
Austria,AUT,AT,8858775,137,0,"Epidemic intelligence, national daily data",2020-07-27
San Marino,SMR,SM,34453,0,0,"Epidemic intelligence, national daily data",2020-03-03
Belgium,BEL,BE,11455519,873,11,"Epidemic intelligence, national daily data",2020-08-11
Russia,RUS,RU,145934460,8984,134,"Epidemic intelligence, national daily data",2020-06-08
Albania,ALB,AL,2862427,164,3,"Epidemic intelligence, national daily data",2020-09-13
Isle of Man,,,85032,0,0,"Epidemic intelligence, national daily data",2020-01-03
Kosovo,,,1798506,79,3,"Epidemic intelligence, national daily data",2020-10-10
Latvia,LVA,LV,1919968,0,0,"Epidemic intelligence, national daily data",2020-06-23
Azerbaijan,AZE,AZ,10139175,132,1,"Epidemic intelligence, national daily data",2020-05-27
Malta,MLT,MT,493559,77,3,"Epidemic intelligence, national daily data",2020-09-29
Cyprus,CYP,CY,875899,8,0,"Epidemic intelligence, national daily data",2020-09-26
Portugal,PRT,PT,10276617,334,40,"Epidemic intelligence, national daily data",2020-05-04
Portugal,PRT,PT,10276617,209,1,"Epidemic intelligence, national daily data",2020-07-27
Denmark,DNK,DK,5806081,1,0,"Epidemic intelligence, national daily data",2020-03-03
Liechtenstein,LIE,LI,38378,0,0,"Epidemic intelligence, national daily data",2020-04-24
Norway,NOR,NO,5328212,152,0,"Epidemic intelligence, national daily data",2020-10-15
Turkey,TUR,TR,82003882,1635,55,"Epidemic intelligence, national daily data",2020-05-15
Greece,GRC,EL,10724599,882,15,"Epidemic intelligence, national daily data",2020-10-23
Switzerland,CHE,CH,8544527,0,0,"Epidemic intelligence, national daily data",2020-01-06
Romania,ROU,RO,19414458,2343,53,"Epidemic intelligence, national daily data",2020-10-03
Poland,POL,PL,37972812,9,0,"Epidemic intelligence, national daily data",2020-03-12
Norway,NOR,NO,5328212,147,0,"Epidemic intelligence, national daily data",2020-10-21
Armenia,ARM,AM,2963234,209,5,"Epidemic intelligence, national daily data",2020-08-02
Iceland,ISL,IS,356991,3,0,"Epidemic intelligence, national daily data",2020-09-14
Ukraine,UKR,UA,43733759,2207,43,"Epidemic intelligence, national daily data",2020-08-10
Malta,MLT,MT,493559,32,3,"Epidemic intelligence, national daily data",2020-09-21
Denmark,DNK,DK,5806081,0,0,"Epidemic intelligence, national daily data",2020-01-03
Isle of Man,,,85032,0,0,"Epidemic intelligence, national daily data",2020-10-19
Romania,ROU,RO,19414458,127,8,"Epidemic intelligence, national daily data",2020-05-23
Iceland,ISL,IS,356991,3,0,"Epidemic intelligence, national daily data",2020-08-09
Luxembourg,LUX,LU,613894,100,0,"Epidemic intelligence, national daily data",2020-07-15
Romania,ROU,RO,19414458,1345,45,"Epidemic intelligence, national daily data",2020-08-07
Denmark,DNK,DK,5806081,418,0,"Epidemic intelligence, national daily data",2020-10-17
Ukraine,UKR,UA,43733759,1967,28,"Epidemic intelligence, national daily data",2020-08-20
Faroes,,,48865,0,0,"Epidemic intelligence, national daily data",2020-01-24
Latvia,LVA,LV,1919968,68,0,"Epidemic intelligence, national daily data",2020-10-07
Norway,NOR,NO,5328212,320,0,"Epidemic intelligence, national daily data",2020-10-20
Isle of Man,,,85032,0,0,"Epidemic intelligence, national daily data",2020-08-29
